id,title,overview,genres,vote_average,vote_count,popularity,poster_path
1217690,Homestead,"A nuclear bomb is detonated in Los Angeles, and the nation devolves into unprecedented chaos. Ex-Green Beret Jeff Eriksson and his family escape to The Homestead, an eccentric prepper’s fortress nestled in the mountains. As violent threats and apocalyptic conditions creep toward their borders, the residents of The Homestead are left to wonder: how long can a group of people resist both the dangers of human nature and the bloodshed at their doorstep?","53,18,28",5.902,41,50.6007,/fKts7WTTP7KWvI6N7WYIuEhmgXP.jpg
335,Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","18,37",8.281,4513,37.7145,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
464052,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,"28,12,14",6.412,8602,29.236,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg
340666,Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.","18,53",7.423,7926,32.1091,/mdLDgQBD0va09npSQX5Zgo2evXM.jpg
811941,Devara: Part 1,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.","28,18",6.979,191,51.5109,/1105WNYals12Va2f4F3VeBZdcWX.jpg
1055451,Founders Day,A small town is shaken by a series of ominous killings in the days leading up to a heated mayoral election.,"27,53,35",4.541,49,46.5128,/ohzLPC9lHUWseBgB7HRcz0GBkFb.jpg
693134,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.","878,12",8.15,6617,42.1652,/6izwz7rsy95ARzTR3poZ8H6c5pp.jpg
696506,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","878,35,12",6.899,1851,45.8816,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg
1184918,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.","16,878,10751",8.318,4858,47.179,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg
235,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.","80,18",7.855,6054,29.6505,/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg
1229730,Carjackers,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","28,12",6.087,172,45.8253,/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg
353491,The Dark Tower,A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,"14,28,878",5.77,5216,31.1139,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg
402,Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.","53,9648",6.9,4024,31.4064,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
1064486,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","16,18,35",8.04,471,44.9865,/57AgZv1ITeBLShiNdchZ5153evs.jpg
502356,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","10751,35,12,16",7.622,9658,41.5675,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg
933260,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.","27,878",7.142,4542,43.9065,/evdF1vmLzuzH8EFblqAXBXWRGSi.jpg
37799,The Social Network,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",18,7.37,12409,36.2664,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg
447332,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,"27,18,878",7.4,14530,42.8188,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg
395834,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,"80,9648,53",7.436,5361,31.9009,/pySivdR845Hom4u4T2WNkJxe6Ad.jpg
453395,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.","14,28,12",7.261,9511,36.9238,/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg
1022789,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.","16,12,35,10751",7.557,5807,45.7898,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg
38575,The Karate Kid,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.","28,12,18,10751",6.55,6160,34.9699,/qV8xTWfknTOSErSa0b9Iay2QztS.jpg
1083968,Locked,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.","27,53",6.215,114,46.2646,/hhkiqXpfpufwxVrdSftzeKIANl3.jpg
558449,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","28,12,18",6.744,3289,45.0573,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg
927342,Amaran,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.","28,18,12,10752",7.383,227,43.7164,/eCB06m1KUGilEOlIzb40nkQhVY0.jpg
1356039,Counterattack,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.","28,12,53",8.364,666,43.4786,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg
281338,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","18,878,10752",7.206,9226,30.4972,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg
353081,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.","28,12",7.431,8460,32.8783,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg
514593,You Should Have Left,"In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.","27,53",6.093,873,36.3039,/tpOwE6xsWnu4lKeKbKW0R3iClM.jpg
823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.","16,14,12",8.2,1904,42.5125,/imKSymKBK7o73sajciEmndJoVkR.jpg
1156593,Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"10749,18",7.144,1233,39.1849,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg
447273,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.","10751,14",4.5,612,38.4766,/oLxWocqheC8XbXbxqJ3x422j9PW.jpg
968171,Sex Education Mistresses,"An erotic comedy depicting the sex adventures of  young wives living in an apartment complex, that are not satisfied with just having sex with their husbands.",35,5.9,5,44.9347,/xghWMg0pkBOdLHCTESyeyHU68wl.jpg
1377424,Victoria,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",18,5.0,1,44.931,/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg
919207,12.12: The Day,"After the assassination of President Park, martial law has been declared. A coup d'état bursts out by DefenseSecurity Commander Chun Doo-gwang and a private band of officers following him. Capital Defense Commander Lee Tae-shin, an obstinate soldier who believes the military should not take political actions, fights against Chun Doo-gwang to stop him. The conflict between the two grows while military leaders are holding their decision and Defense Minister is gone. In the midst of chaos, the spring of Seoul that everyone longed for heads to unexpected direction.","18,36,53,80,10752,28",7.5,110,45.3603,/vy14tKxsbJYdDyFl6kQuVkK2s44.jpg
383498,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,"28,35,12",7.49,18348,27.6488,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg
181812,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.","12,28,878",6.299,10166,30.1093,/db32LaOibwEliAmSL2jjDF6oDdj.jpg
384018,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.","28,12,35",6.846,7365,30.8763,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","28,12,53,80",5.942,4409,40.6709,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg
